Product ID,Product Name,Category,Description,Price
432,Body Fragrance - Alexander,Beauty & Hygiene,"Park Avenue Alexander - Truly for the masculine spirit which is high in optimism. The top note opens up with bergamot and settles down with musk and amber. It has floral notes at the heart which will ensure spirits are always high.For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",199
433,"Steel Storage/Lunch Container- No.1, Blue, Klip It","Kitchen, Garden & Pets","Joyo Klip It Stainless steel container comes with easy locking. These containers are made from high quality non-magnetic stainless steel body. Joyo Klip It container has odourless lid cover with food-grade silicone seal (gasket) in lid & has all 4 sides locks which ensure airtight containers for keeping food fresh, 100% leak-proof containers for keeping food from spilling, stackable design for easily storing the containers on top of each other and the pioneering clip mechanism. Take this container to the office, school, camping or hiking.",119
434,Ladies Finger,Fruits & Vegetables,"Ladies finger is a green vegetable with a tip at the end and a lighter green head, which is inedibe and to be thrown away.
It tastes mild and slightly grassy. 
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/2136/cheesy-okra-bhindi-fritters/",35
435,Aloe Vera Juice - Purifies Blood & Boosts Immunity,Gourmet & World Food,"A natural anti-oxidant and blood purifier, Aloe Vera strengthens the immune system and improves digestion. It is a good skin tonic and anti-ageing agent. Jiva Aloe Vera Juice is made from premium-quality aloe vera plant as per ancient Ayurveda texts. Moreover, it is manufactured through sophisticated processes marked by Jiva\\u2019s stringent quality standards in order to maintain the potency of the ingredients.",220
436,"Balloon - Polka Dot, 12 Inch",Cleaning & Household,"Whether it is a party in the office, a Christmas bash, a baby shower, wedding, or a casual party for friends, these decorative items seem to be an essential of party supplies. They make the perfect party accessory for people who love to have a good time.",129
437,School/Stationery Kit,Cleaning & Household,"Set of high-quality pens, mechanical pencil, marker and highlighter essential stationery kit for all student requirement. 
Ideal for gifting It Includes -

1 Butterflow original,
1 Geltech
1 Tristar
1 Supreme Fashion
1 Marky and
1 Power highlighter",49
438,Face Wash - White Tea & Chamomile,Beauty & Hygiene,"I am 100% free of paraben, soap, alcohol, artificial colouring and fragrance. Deep clean your pores with white tea and soy milk extracts and exfoliating microbeads. Prevent ageing and protect the skin from free radicals. The chamomile essential oil soothes and calms, leaving you fresh and relaxed.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog",185
439,Bathroom Cleaner,Cleaning & Household,"PureCult Bathroom Cleaner I a biodegradable blend powered by essential oils works hard to remove water drop marks, soap scum and grime effectively from bathroom tiles, shower cubicles and washbasins. It leaves a layer of protection on the shower cubicles that makes it hard for the stain to get back. Sweet orange and Lemon essential oils are both known for their antimicrobial and antifungal properties and their refreshing fragrance.
Product: This bottle contains 500ml of concentrated, high-efficiency environment-friendly bathroom cleaner. This product is “Made in India” and proudly Indian owned.
Usage: This product removes water drop marks, soap scum & grime from bathroom tiles, shower cubicles & washbasins. It also leaves a stain protection layer on shower cubicles.
Ingredients: Environment-friendly biodegradable surfactants, biodegradable scale removing agent and essential oils. Sweet orange & Lemon are known for their grime and stain cleaning properties.
Packaging: This formulation packaged in a recyclable bottle, delivers the best wash. The shrink-wrap on the bottle meets the 50 microns government regulation.
Be a Zero Hero: This product has Zero sulphates/phosphates/ammonia/bleach/artificial fragrance or colour.",299
440,Imperial Desert Set - Aqua Leaves,"Kitchen, Garden & Pets","The fusilli spiral on the wooden spoon is just right. We will not guarantee the effect to replicate with any other bakeware. As it is made of borosilicate glass, our bakeware can handle temperature as high as 300 degree Celsius. So you can use them to make a lot of things.",625
441,Solitaire Storage Transparent Pet Container Set - Green Lid,"Kitchen, Garden & Pets","These Steelo storage containers are made from high-quality plastic for everyday use. It seals the food effectively and has an easily stackable design for smart storage. The multipurpose airtight storage containers come with an attractive design, a food-grade quality that makes it hygienic for food use. It has a freezer without a lid, strong and durable body for longevity.",969
442,Organic Cold Pressed Virgin Coconut Oil,Gourmet & World Food,GoodDiet Organic Cold Pressed Virgin Coconut Oil is made from fresh milk extracted from Organic coconuts. It is ideal for healthy and flavourful cooking and also works wonder for skin and hair too.,365
443,DiaFree Juice,Beverages,"CONTROLS BLOOD SUGAR: Karela, Amla and Jamun are traditional remedies that have proven to bring down blood sugar levels. Karela also is known as Bitter gourd contains an insulin-like compound called Polypeptide-p or p-insulin which has been researched to control diabetes naturally. Diabetic patients can benefit from this powerful combination of Indian origin and notice greater energy levels, lower blood sugar levels, lower cholesterol levels.LOWERS CHOLESTEROL: Karela ka juice is anti-inflammatory and helps in reducing the bad cholesterol levels in the body. Which means a healthier heart! It’s packed with various nutrients. Potassium absorbs excessive sodium from the body, which helps in maintaining the blood pressure of the body. Iron and folic acid, present in Karela are known to decrease the risk of stroke and keep your heart healthy.DETOXIFIES THE LIVER: Our Dia free juice with Karela in the mix cleanses your bowel as well as heals your liver.DOSAGE: Take 30ml of juice with equal parts water twice a day to help fight diabetes.",420
444,Hand Wash Rose & Geranium - Anti Bacterial,Beauty & Hygiene,"A transformative moment to energize and awaken your senses; this fresh, lively fragrance infuses your day with unlimited possibility. Hard working hands are gently cleansed with nourishing ingredients. The handwash lathers beautifully and leaves hands lightly scented with fresh, botanical fragrance Made without sulfates and parabens or dyes. Our vegan-friendly purely clean gentle hand wash delivers a rich, creamy lather to gently wash away dirt and germs, while soothing aloe, shea butter, coconut oil and nourishing vitamin E and leave hands feeling soft and smooth. This Anti Bacterial Neem based Hand wash cares for hands, keeping them feeling renewed, soft and supple. Morpheme Remedies has always formulated fragrances with the utmost of care. Drawn from nature, our unique formulations are artfully crafted to create products that are skin-compatible, environmentally conscious, effective and a pleasure to use. We opt for natural, high-quality, plant-based ingredients instead of chemical ingredients whenever possible. We use botanical extracts with health-enhancing nutrients, vitamins and vital antioxidants. Hydrating Cleanser: Rose & Geranium fragrance lightly scents this liquid soap, which cleanses gently without overdrying the skin, leaving hands conditioned and hydrated with glycerin and neem oil, and elevating the simple act of hand washing into a restorative experience.",349
445,Namkeen - Flattend Rice Mixture,Snacks & Branded Foods,"SLN Namkeens are made by combining the freshest of ingredients with a traditional recipe. They are perfect to relish as a snack, with your evening tea or coffee and can also be used in chaat for added flavour or to customise it as per your liking.",38
446,Borosilicate Glass Rectangular Food Container With Green Lid,"Kitchen, Garden & Pets","These BB Home borosilicate food storage containers are crafted and manufactured to bring the best of the quality, clarity in glass and shine for elegance. These borosilicate food containers are very superior in quality with high wall thickness and with a heavy bottom to flaunt your style and elegance to your guest at the first impression. These containers are manufactured with high precision to ensure no wobbling on the rim or bottom of the glass. These are 100% food grade and dishwasher safe. These are airtight borosilicate container with high-quality gasket fitted on the lid to ensure freshness of food stored inside. It can withstand up to 400 degrees temperature. It can be used in the microwave, OTG/Oven or even it can be placed inside the electric cooker to cook your delicious food. These borosilicate containers come with coloured lids which are 100% food grade and BPA free. These containers are freezer safe as well. These food storage containers can be used to store fresh food and even leftovers so that, you can re-heat anytime without the hackles of using multiple containers. Even, these can be used as tiffin boxes for light bites.BB Home products are always high quality and at a very competitive price compared to other branded products in the market. So, when you get the best or better than the brands available in the market at a lower cost, definitely you save money and get the best quality product for your use.a lower cost, definitely you save money and get the best quality product for your use.",339
447,Black Naturals,Beauty & Hygiene,"Garnier Black Naturals is enriched with the goodness of Almond Oil and Black Tea extract Enriched with the goodness of Almond Oil and Black Tea Extract, Garnier Black Naturals is a no-ammonia crème formula that works in just 15 minutes, covers 100% greys and lasts upto 6 weeks.",39
448,Sorghum Rava/ Semolina,Gourmet & World Food,"Sorghum Contains More Antioxidants Than Blueberries And Is High In Protein, Iron And Fiber, With No Gluten, Which Makes It A Perfect Dietary Grain For Those With Celiac Disease. Sorghum Supports Metabolism And Its Niacin Content Helps Break Down And Metabolize Nutrients Into Energy. Niacin And Iron Also Supports Healthy Circulation, And Iron Plays A Role In Immune Function. It Is Diabetic Friendly And Gluten Free. 
Millets Have Been Cultivated From Pre-Historic Times And Is One Of The Worlds Earliest Food Plants Used By Humans. It Is Naturally Gluten Free And Is Non-Acid Forming. Millets Are Alkalizing Foods Which Help In Preventing Chronic Diseases. 
Sorghum Is Rich In Antioxidants And Has Anti-Carcinogenic Properties When Consumed Regularly As Part Of Your Diet. It Promotes Cardiovascular Health Better Than Other Cereals.",80
449,Sensitive Toothpaste - Fresh Mint,Beauty & Hygiene,"Sensodyne toothpaste provides clinically proven relief and daily protection for sensitive teeth. Sensodyne relieves sensitivity by building a protective barrier that blocks the sensitivity caused by hot, cold, sweet and other contact triggers. It contains fluoride to prevent cavities so that you can use it every day. Toothpaste has a cool refreshing taste that leaves your mouth feeling fresh and clean. For best results, use twice daily",230
450,Floor Cleaner - Lime,Cleaning & Household,"Is Herbal Perfumed Deodoriser and Cleaner,, Is Ideally Suited for Cleaning Floors, Kitchen and Toilets, repels flies, Mosquitoes and Cocokroaches away.",70
451,Hair Serum - Anti-Dandruff,Beauty & Hygiene,"I am 100% free of parabens, petrochemicals, sulphates, alcohol, toxic ingredients, artificial coloring and fragrance. Powered by the potent blend of essential oils of Eucalyptus and Chamomile. Rich in Vitamins and minerals, Aloe Vera juice, extract of Indian gooseberry and Patchouli in my formulation.",750
452,"Face Mask 3-Layer Surgical - Disposable, Anti-Dust & Anti-Pollution, With Earloop",Beauty & Hygiene,"This face protects your face, nose, mouth, against dust, smoke, ash, pollution and other particulate matter in all weather conditions. It’s soft & super light material does not cause any irritation even after prolonged wearing. The non-woven design provided on the mask filters the air properly and allows it to pass through, letting you breathe even while wearing the mask. This face mask is made up of special multilayer non-woven fabric to ensure an enhanced level of protection from even the smallest particles present in the air. The face mask is great for protecting you from dust, pollution, smoke etc to help you breathe easier and stay germ-free.Disclaimer - We have suspended returns on Face Mask products for the safety of our customers and delivery agents. We will update the policy once the situation has resolved. Thank you for your support and understanding.",99
453,Veda Keto-Slim Ultra Weight Loss,Beauty & Hygiene,"Vedapure Naturals Keto Slim advanced weight loss allows you to burn fat naturally through a metabolic state known as ketosis. When you are in the state of ketosis, your body burns fatty acids instead of sugar or glucose. This means that your body does all the heavy lifting work to achieve weight loss by turning excess fat into your body's main source of energy fuel.",1699
454,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg","Foodgrains, Oil & Masala","Basmati Rice Mini Mogra, Broken/Tukda:  bb Royal Mini Mogra Basmati rice leaves a lasting impression because of its flavour and fluffy texture. 1401 and 1121 variety of raw rice ensures great quality and taste. Sourced from the Basmati-rice-bowl states of Punjab, Haryana and Uttarakhand, this rice is processed in GMP plants using Swiss technology to ensure superior quality and high nutritional value. With its small size, this rice is best suitable for daily dishes like dal chawal, khichdi and kheer.Wheat Flour (Chakki Atta): Atta is made from the choicest grains - heavy on the palm, golden amber in colour and hard in a bite. It is carefully ground using modern chakki grinding process for the perfect balance of colour, taste and nutrition which also ensures that BB Royal atta contains 0% Maida. The dough made from BB Royal Atta absorbs more water, hence rotis remain softer for longer.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/",745
455,Tapioca,Fruits & Vegetables,Starchy and mild flavoured Tapiocas are edible roots with a grainy textured flesh.,21.25
456,Organic - Kalonji,"Foodgrains, Oil & Masala","Reduces joint pain, controls blood pressure, keeps check on diabeties.",50
457,Savoury - Pizza,Gourmet & World Food,"Per 100 gm : Energy - 504 kcal, Carbohydrate - 63.9 g, Protein - 4.3 g, Fat - 25.7 g",190
458,Water/Juice Glass Tumbler - Volvic 3303,"Kitchen, Garden & Pets","Roxx tumblers are available in different designs, shapes, sizes, and materials. Each piece is durable and is made using premium quality to suit your needs. These glasses are strong, durable and fit for serving at parties or can be used at home for daily use.",425
459,Red Poha,"Foodgrains, Oil & Masala",Turn Organic Red poha is made from flattened Organic red rice. Red rice is easily digestible and is perfect for a morning or evening snacks.,80
460,Brightening Serum,Beauty & Hygiene,"Brightening serum contains a potent active lightening complex known to even the skin tone, lighten freckles and age spots as well as helps to reduce hyperpigmented areas. Ferulic acid and Waltheria Indica extracts have a regulatory effect on melanin skin pigmentation. It is clinically tested to decrease pigmentation and brighten your skin.",1450
461,Ivory Glass Bottle - Orange & Yellow Floral,"Kitchen, Garden & Pets","Glass has almost zero rates of chemical interaction thus ensures strength, aroma and flavour. Exclusive airtight, leak resistant lid safeguards from spoilage and bacteria.It is ideal for storing milk, juice, water, lassi, cold coffee etc. Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home.",190
462,Sheer Perfume For Women - EDP,Beauty & Hygiene,"Walk into the room like a breeze, bringing along with you a culmination of some of the most sensual fragrances. With fresh green pear and cheerful red strawberries, the sweet top notes are complemented by the elegance of floral elements and a dash of pink pepper. The fragrance has been skilfully crafted to have a luxurious and cheerful warmth that stays with you. The first notes are bright and mouthwatering thanks to a green pear accord. The fragrance starts on an energising clementine, conveying joy and spontaneity. Cheerful notes of red fruits highlight a sweet and crunchy facet while the Pink Pepper SFE highlights a vibrant and contrasting sensation. The heart reveals the softness and delicacy of four flowers: Jasmine, Peony, Heliotrope and Magnolia. The jasmine combines a touch of depth and sophistication while peony brings a dewy, shimmering, spontaneous facet. The contrasted floral bouquet has been shaped as a celebration of refined femininity. The dry-down is enticing and intense with a blend of vanilla, woods (Sandalwood, Cedarwood) and musks. The vanilla provides a hint of warmth thanks to its addictive and gourmand facet, contrasted by a note of cedarwood, conveying mystery to the perfect seduction. As a final touch, musks enhance the sensual harmony of the fragrance.",1595
463,Dog Treats - Diced Chicken,"Kitchen, Garden & Pets","Chip Chop Diced Chicken is made of fresh meat. They are carefully prepared to provide a pure, tasty and highly digestible snack. Chip Chop has goodness with nutritional benefits for your pets well being. Chip Chops are suitable for feeding as a snack, or a reward to show your pet love.",195
464,Baking Powder - Double Acting,Gourmet & World Food,"By Nature double-acting baking powder is made of the freshest & finest ingredients to give you consistently best baking experience. Double-acting baking powder allows for leavening twice which leads to fluffier goods. Unlike conventional baking powders, our formulation leaves the baked goods with no bitter, metallic aftertaste.",145
465,"Ready Mix - Kheer, Vermicelli",Snacks & Branded Foods,Gits present their exotic range of sweet dishes and desserts which are ready to make and are ideal for those kitty parties and get togethers that require you to rake up quick snacks and recipes. Experience the rich and smooth flavours encompass your mouth and tastebuds in every bite and it is sure to become a favourite among your family and friends.,60
466,Scrubbing Broom Brush - Outdoor,Cleaning & Household,Standee broom brush with handle is made of best quality material with a firm grip.Thick and hard bristles easily cleanes stubborn stains. Ideal for outside floor cleaning.,285
467,Organic Wheat Dalia,"Foodgrains, Oil & Masala","Organic Tattvas Wheat Dalia is not just high in fiber but also free from any additional coloring or chemical enameling, making it the best fiber source for diabetics and the fitness conscious.",55
468,Moisturizing Body Bath - Green Tea & Milk,Beauty & Hygiene,"Calm Restore RefreshMade in Malaysia.Content 400ml.pH - 5.5.This deliciously fruity Milk bath is ideal for everyday use. Delicately scented with a refreshingly Green tea. Added natural Goat milk extract.  For Beauty tips, tricks & more visit https://bigbasket.blog/",279
469,The Original Kashaya - Caffeine Free,Gourmet & World Food,"Relax and unwind with a cup of our Original Kashaya, an immunity-boosting delectable blend made from 15 traditional Indian herbs and spices, each having unique healing powers. Completely caffeine-free, this deliciously strong yet balanced blend has been crafted to make you feel at the peak of your health. Coriander, black pepper and cumin form the magical trio that will help boost your immunity levels. Cardamom and clove lend a sweet-spicy aroma while the dry ginger and liquorice give it a zesty sweet undertone. Heal your body, awaken your mind and soothe your soul with our immunity building delicious Kashaya.The Original Kashaya helps to relieve cold, cough, sore throat and headache. It aids in digestion and boosts immunity.Mastered over generations and inspired by Ayurveda, Kashaya is a traditional Indian hot brew blended with the finest quality of aromatic spices and therapeutic herbs which promises invigorating taste while restoring beneficial effects on the mind and body.",279
470,Nizami Hyderabadi Cuisine,Gourmet & World Food,"It was in the kitchens of the erstwhile Nizams of Hyderabad where cultures truly blended together by taking the best of each other – be it Arabic, Mughal, Turkish or South Indian. Like most of India’s cities, Hyderabad is a blend of fairy-tale and reality, a motley mix of the old and the new, forming an exotic background for it’s much sought after and mouth-watering cuisine. Since this spice blend was meant for the palate of the Royals, the recipe and ingredients were under guard and preparation techniques confined to the secrecy of the Palace Kitchens. Through Afifa Begum, we at Junyali are proud to be able to present to you the Nizami Spice Blend directly from the Royal household. It has been refined so that it can be used for all Nizami cuisine! Ghee and slow cooking is always recommended.",395
471,Elegance Deodorizing Talc - For Men,Beauty & Hygiene,"This luxury perfumed talc leaves your skin feeling soft and fragrant throughout the day. The fragrance will keep you refreshed and comfortable. The rich and the authentic fragrances from the house of Yardley, which will keep you energizing and rejuvenating.",185
472,"LED Bulb - 10 Watt CDL Round Base Lyor 5 Star Series, Cool Day Light White, B22","Kitchen, Garden & Pets",Crompton presents a 5 star LED lamp that adds to the design and comfort of your house. If you have frequent voltage fluctuations then do not worry as this lamp has a voltage fluctuation guard. This energy-efficient 10-watt lamp comes with a year warranty.,285
473,Organic Rasam Ready Mix - Long Pepper,Snacks & Branded Foods,"This is a healthy form of Rasam which is made from Long Peppers. Long Peppers has been proven as prevention of many forms of cancers. This can be consumed as soup. Long peppers help in bronchitis, asthma, increases immunity, improves digestion and remove toxins. Certified organic products are only used.",85
474,Gold Caramel Candy,Snacks & Branded Foods,"Your trusted brand, Alpenliebe is known for its exceptionally smooth and creamy, melt-in-your-mouth qualities. Full of milky richness, Alpenliebe Gold is a fun-filled candy to have at any time of the day. Show your loved ones how much they mean to you by sharing Alpenliebe candies with them. Alpenliebe – bring hearts closer",50
475,Masala - Birayani Pulao,"Foodgrains, Oil & Masala",Mdh Briyani Masala Is An Aromatic Mix Of Spices. It Made Up Of Quality Of Ingredients. It Can Be Used To Make Exotic Briyani.,80
476,Hair Fall Control Oil,Beauty & Hygiene,"Dr Batra’s Hair Fall Control Oil contains Tulsi extract, Brahmi Oil and Thuja. Enriched with the goodness of Tulsi extract stimulates the proliferating cells in the hair root. Brahmi Oil strengthens hair roots by providing nutrition. Thuja controls hair loss. The Hair Oil nourishes the hair cuticles without a feeling of sticky or heavy. It has a very soothing calming effect not only on hair but also on the nervous system. Its natural ingredients prevent hair loss and boost hair growth.All Dr Batra’s Products are formulated with natural actives. The proportion of surfactants in Dr Batra’s Hair Care Products is much lower, as compared to other cosmetic products, thus protecting the scalp and hair from chemical damage. Dr Batra’s Hair Care Products does not contain SLS & Paraben (a very harmful and carcinogenic).",290
477,Bio Renew White Strawberry & Sweet Mint Conditioner,Beauty & Hygiene,"Gently condition your hair with Herbal Essence's bio-renew White Strawberry & Sweet Mint Conditioner to leave it voluminous and vibrant. Crafted with bio-renew, our signature blend of essential antioxidants, aloe and sea kelp, White Strawberry & Sweet Mint Conditioner also helps purify and protect against impurities to bring your hair back to life. Free of parabens, gluten and colourants, White Strawberry & Sweet Mint Conditioner gently conditions as it infuses crisp notes of white strawberry, delicate jasmine and invigorating mint into your hair.",650
478,"Comfort Bathroom Stool Plastic/Patla - Plain, Big, Assorted",Cleaning & Household,Joyo Patla is a portable furniting item used for sitting. It can also be used in bathrooms to facilitate bathing or for washing clothes while sitting on it. It is made of strong and durable material and is easy to carry around.,426
479,Bounce Biscuits - Elaichi Creme,Snacks & Branded Foods,"Deliciously creamy and deliciously fun - Sunfeast Bounce. These biscuits are available in four tasty flavours- Chocolate, Orange, Elaichi and Pineapple. The flavoured biscuit shell encasing the soft creamy centre transports you to a world of fun and excitement!",30
480,"Pumice Stone & Emery Foot Filer - FFL3407, Colour May Vary",Beauty & Hygiene,,175
481,Olive Oil - Classic,Gourmet & World Food,"The La Espanola pure Olive oil is primarily refined olive oil with a small addition of virgin for taste. It has a superior aroma and flavour that is ideal for daily Indian cooking. Our pure olive oil has strong Anti-Inflammatory properties, large amounts of antioxidants and multiple health benefits. Use a drizzle of the La Espanola pure Olive oil for cooking or as a dressing on salads to keep your heart health in check. It contains zero trans fat and cholesterol. Packed with the goodness of antioxidants, olive oil is a rich source of vitamin E and supports your metabolism. Drizzle, dress or pour our olive oil to enjoy the deliciousness of hearty Italian cooking. A healthier pick than vegetable and seed oils, our olive oil is neutral in taste and can be used for all types of Indian cooking including deep frying, roasting etc.",1350
482,Light Soy Sauce - Reduced Salt,Gourmet & World Food,"Tai Hua soy sauces are traditional Chinese flavoured soy sauces, naturally brewed from selected premium soy beans, wheat flour, water and salt. Tai Hua Sauce has well-balanced flavours of saltiness, sweetness and tartness. Ideal to cook food or use as a dip. Tai Hua Soy sauces are manufactured in Singapore.",385
483,"Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey, G130064RG",Cleaning & Household,"Keep your kitchen tidy and clean with these red and grey coloured microfibre cloth. Since the cloth is made using microfibre, it can absorb more water than its weight. It is easy to clean and dry. It traps dirt like a magnet. The fibres are super soft hence makes the cleaning ultra smooth and relaxing. It's a pack of six.",258
484,Painting Kit,Cleaning & Household,"Doms Painting Kit is a perfect value kit that comes in a convenient and attractive pack. It is a perfect kit with assorted products suitable to gift your children, their friends or students. It is suitable for beginners to start painting. The kit contains a Drawing Book, 12 Shade Bi-Colour Pencil, 12 Shade Oil Pastels, 12 Shade Water Colour Pens, Water Colour Cake Pack, 6 Shade Glitter, 12 Shade Extra Long Wax Crayon and a Pencil Kit.",199
485,Diamond Skin Brightening Kit - Consumer Pack,Beauty & Hygiene,"Joy Diamond Brightening Facial Kit contains Diamond Ash and Natural Extracts to make skin brighter and polished. It brings out radiance and shining effect of the skin. Step 1: Joy Diamond Scrub Cleanser: Enriched with Diamond Ash, Vitamin E, Wheatgerm and Almond oil, this unique scrub cleanser effectively cleanses the skin to reveal natural brightness. It revitalizes and rejuvenates skin. Step 2: Joy Diamond Skin Brightening Cream: Contains Diamond Ash and natural moisturisers which improve the skin’s ability to retain moisture and hydrate itself. The skin’s resilience and elasticity improves, making it supple and firm. Step 3: Joy Diamond Youthful Shine pack: Detoxifying shine pack removes dead skin cells and regenerates new cells to provide glow and youthful shine. Extracts of Aloe, Almond, Hops, Evening Primrose and Gotu Kala increases the vitality of skin by preventing early wrinkles and lines Step 4: Joy Diamond Polish Cream: Zero Oil Cream forms an invisible layer on the skin thereby protecting it from environmental pollution, impurities and UV rays. It imparts a smooth and bright complexion that lasts all day.",250
486,Organic - Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala","Turn Organic brought to you its Premium, fresh and healthy Organic Turmeric Powder with no added pesticides and fertilizers. Popularly known as Haldi, commonly used as a spice in Indian cuisine and even curries, for dyeing, and to impart color to mustard condiments.",40
487,Natural Neem Agarbatti,Cleaning & Household,"Goodknight Naturals Neem Agarbatti, a 100% natural mosquito repellent agarbatti (incense stick). Goodknight Agarbatti is infused with nature's two most potent natural ingredients - Neem and Turmeric which can repel mosquitoes and provide effective mosquito protection.",180
488,Raspberry Strawberry Preserve,Gourmet & World Food,"Luscious Raspberries and Juicy Strawberries Blend Together to make this Delightful Preserve That's a Hit with Everyone, Perfect for a Delicious Breakfast and Also for Your Desserts",349
489,Meghdoot Honey Almond Body Lotion,Beauty & Hygiene,"Meghdoot Honey Almond Body Lotion is enriched with honey, aloe vera and oil extracts of almond that helps attain young soft and glowing skin by reducing skin pigmentation and wrinkles. It also helps reduce excessive dry skin. It has the perfect balance of almond oil and honey along with aloe vera. This lotion deeply nourishes and moisturises your skin making it smooth and youthful. It keeps your skin healthy and naturally glowing.",195
490,Hajmola Maha Candy - Aam+Imli,Beauty & Hygiene,"Hajmola Maha Candy is a zingy tangy candy thats fun to have any time of the day. And whats more, it gets your digestive juices working better.

Its a great way to enjoy while staying healthy. The Candys khatta meetha taste is available in two different fun-filled flavours- Albela Aam and Chulbuli Imli  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",130
491,Rice Bran Oil,"Foodgrains, Oil & Masala","Fortune Rice Bran Health Oil is physically refined oil, it contains Gamma Oryzanol, that reduces cholesterol, keeps heart healthy.
Vitamin E helps in maintaining the balance of the nervous system, natural antioxidants.
Best suitable for health conscious people.",215
492,"N95 Washable Face Mask - Blue, Medium",Beauty & Hygiene,"Nirvana's N95 washable masks give protection against 96% of germs and contaminants. This anti-viral mask is designed with 3 layers to keep you guarded against the harmful bacterias and viruses. The outer and inner layers are made from all-natural fabrics like cotton, linen, hemp, and flax, and a nanofibre filter is placed in the middle to provide maximum protection against particulate matter and contaminants.
The filtering efficiency of a mask depends on its proper fit. Nirvana masks have an adjustable secured noseband that always ensures perfect fitting and comfort. It is available in three different sizes (small, medium, and large). Medium Size fits a person weighing between 35 Kg to 65 Kg.",395
493,Coriander Powder,"Foodgrains, Oil & Masala","Patanjali Coriander Powder is the powder obtained by grinding clean, sound, dried mature fruits of Coriandrum Sativum. Add it to bring the aromatic taste of coriander to your food.",24
494,Dressing - Creamy Caesar,Gourmet & World Food,"Vegetable Oil (Soybean and/or Canola), high fructose corn syrup distPickle relish (Cucumber, distilled vinegarm, water, Salt, Xanthan gum, alum), High Fructose Corn Syrup, Water, Cucumber Juice, Tomato Paste, Sugar, Distilled Vinegar, egg Yolk, Contain less tahn 2% of Salt, modified food starch, natural flavor, Spices (catsup Seasoning, allspice, ginger, mustard flour, tumeric), Onion Powder, Propylene glycol alginate, Xanthan gum, Calcium disodium EDTA to Protect flavour, Caramel color.",270
495,Shishu Taila - For Healthy Skin & Stronger Bones,Beauty & Hygiene,"Massaging infants has various health benefits and it is a beautiful way of expressing your love and are to them. It is necessary to protect, hydrate and moisturize baby's skin since the beginning. Sri Sri Tattva Shishu Taila is a wonderful blend of exquisite herbs prepared by restoring the essence of Traditional Ayurvedic oil. Suitable for a newborns skin, this oil helps to protect & nourish it effectively. It also helps strengthen infant's bones. Keep the delicate skin of your baby healthy&.ftwithSriSriTattvaShishuTaila.Protects & nourish the baby’s skin.Therapeutic uses: good for the skin.Improves complexion.Reduces skin dryness due to Vata dosha in winter.ItchingGood for hair.Cuts or wounds.Cracked skin.Strengthens tissues & bones.Nourishes tissues.Burning sensation caused by pitta vitiation in summer.",200
496,Chocolate Flavoured Lubes,Beauty & Hygiene,SKORE Lubes is specifically aimed at enhancing your foreplay sessions and promises to drive you and your partner wild with pleasure. Now Foreply in new Chocolate flavour.,300
497,Free Range Eggs - Omega 3,"Eggs, Meat & Fish","Happy Hens Farms Eggs are from chickens feed on herbs, grains, in addition to bugs, greens and others in the range which enriches the eggs uniquely. These are providing the strength and energy to patients. Our eggs are hygienically processed and also safely packed for keeping these free from any contamination and impurity. It contains rich nutritional content, protein, rich taste and the fragrance.",150
498,Whiteglow Skin Whitening & Brightening Gel Creme PA+++ - SPF 25,Beauty & Hygiene,"Lotus Herbals Whiteglow Skin Whitening & Brightening Gel Cream SPF-25 is an apt product to help you fight the stern rays of the sun and remain tan free for a long period of time, thanks to its SPF 25 PA+++ formulation. It has a one of its kind base that has the amazing combination of a gel and a cream. This unique base facilitates fast absorption, leaving you with youthful looking supple skin that radiates brightness. The mulberry, saxifrage and grape extracts help make the skin brighter, override the harmful effects of skin darkening and lend a beautiful texture to the skin surface post application. Its milk enzymes act as natural fairness agents and lighten the skin tone with a visible difference. You can now effectively tackle the harmful effects of both UVA and UVB on applying this cream.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog",390
499,Premium Californian Roasted & Salted Pistachios - Value Pack,Gourmet & World Food,"Happilo has travelled the world to get the finest gourmet dry fruits, Pistachios are a wonderful, fun and tasty snack, which are lightly salted. Crack open the shells to treat your taste buds for a snacking sensation.",875
500,Active Baby Medium (6-11 kg) - 62 Diapers,Baby Care,"Pamper Active Baby Medium Diapers have been planned to offer utmost comfort to your kid. It keeps your baby dry, even under stress, so he can play uninterruptedly. It is flex to fit where your baby needs it nearly all.",1099
